Indicator,Series Code,Country,Country_Code,Year,Value
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2013,3297186905208.25
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2014,3369071713224.27
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2015,3425099578746.09
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2016,3501212900675.89
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2017,3599173571724.7
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2018,3640049243667.4
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2019,3675639268112.03
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2020,3523764998709.97
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2021,3661544208117.2
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2022,3727790994177.62
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2023,3695372350062.48
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2024,3677048776153.86
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Germany,DEU,2025,
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2000,3986755544463.82
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2001,4002148544212.9
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2002,4003827945767.2
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2003,4065291729517.45
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2004,4154163710039.3
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2005,4229100705435.58
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2006,4287138774362.24
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2007,4350758602405.54
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2008,4297492743392.88
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2009,4052826324003.77
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2010,4218907820178.57
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2011,4219912322040.1
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2012,4277925608846.49
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2013,4363702302793.37
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2014,4376627829634.98
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2015,4444930651964.18
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2016,4478437728050.46
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2017,4553466417290.11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2018,4582763011478.55
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2019,4564332550096.38
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2020,4374056271824.01
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2021,4492005937826.88
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2022,4534320578755.85
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2023,4601203385713.7
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2024,4606002855955.13
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Japan,JPN,2025,
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2000,835011437852.054
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2001,874473540684.493
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2002,942192762521.074
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2003,971162614185.718
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2004,1021504157422.6
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2005,1066023726231.41
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2006,1121936729365.41
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2007,1187479862374.9
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2008,1223156560996.14
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2009,1233184753860.86
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2010,1319281537670.41
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2011,1367937063745.25
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2012,1402787524457.73
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2013,1448958816285.78
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2014,1495538208413.16
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2015,1539212301135.55
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2016,1588028842393.05
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2017,1642548917819.59
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2018,1694718171579.25
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2019,1733930596323.25
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2020,1721788880530.99
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2021,1801214449834.76
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2022,1850343736945.76
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2023,1879634949821.72
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2024,1917295522781.86
GDP (constant 2015 US$),NY.GDP.MKTP.KD,"Korea, Rep.",KOR,2025,
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2000,13650948362520.0
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2001,13781388409036.2
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2002,14015733659783.6
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2003,14407558345762.9
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2004,14961928297813.8
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2005,15483134541390.2
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2006,15914268559668.9
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2007,16233167950743.9
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2008,16251606759787.8
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2009,15832884074310.8
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2010,16259610790677.0
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2011,16513977256911.2
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2012,16892000920975.5
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2013,17249744800617.5
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2014,17685097277697.8
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2015,18206020741000.0
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2016,18537270454435.6
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2017,18992846546661.7
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2018,19556270302218.3
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2019,20061570168697.6
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2020,19627632559934.5
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2021,20816096100824.5
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2022,21339074561820.0
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2023,21955252291273.6
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2024,22568462768174.3
GDP (constant 2015 US$),NY.GDP.MKTP.KD,United States,USA,2025,
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2000,35104.1308467844
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2001,35618.5143698493
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2002,35477.5151544301
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2003,35270.0227284267
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2004,35687.6378708542
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2005,36024.0947047021
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2006,37459.261328042
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2007,38593.0749910508
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2008,39009.8477636357
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2009,36940.4078672661
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2010,38526.7371042695
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2011,40722.4849268242
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2012,40834.5088218456
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2013,40884.8926759028
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2014,41602.4661281668
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2015,41929.7549110722
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2016,42516.9337063103
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2017,43543.4807050551
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2018,43905.8550061973
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2019,44235.2658954682
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2020,42372.8726784255
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2021,44011.0194631674
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2022,44817.1316331389
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2023,44368.9920074881
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2024,44027.7631554469
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Germany,DEU,2025,
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2000,31430.631130325
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2001,31476.0520665746
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2002,31416.1241772309
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2003,31830.217584972
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2004,32515.1158024695
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2005,33098.5474664881
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2006,33531.518563066
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2007,33990.0360341367
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2008,33557.6454041595
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2009,31651.0837739562
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2010,32942.2020783835
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2011,33011.1342301291
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2012,33518.4449368599
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2013,34239.8862473488
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2014,34386.9058552671
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2015,34960.6393843385
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2016,35242.199377148
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2017,35861.9728545672
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2018,36138.5290824814
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2019,36043.7844013518
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2020,34642.9718743239
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2021,35741.1601062924
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2022,36238.3294895302
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2023,36952.5150709861
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2024,37152.5636003552
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,Japan,JPN,2025,
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Korea, Rep.",KOR,2000,17763.1353417297
GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,"Korea, Rep.",KOR,2001,18460.4288193829
